ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE
2742,Google + HK HILL,Prakhar_Mittal,12/6/2014,Calming place with an awesome Food Court,"ISKCON temple is far away from city though, but still once you reach you will cherish your visit. The temple atmosphere is very soothing & calming (people can find a lot of peace here). My visit purpose was not divinity (though) but the beautiful & grand temple architecture and an awesome food court which offers a large variety of North Indian food. You can purchase a variety of cakes & sweets from there as well ( Plumcake is a must try) You can even purchase a variety of gifts for your loved ones ranging from clothes to mementos but they are overpriced, so better avoid it. Must visit once if you are in Bangalore.",4,MIXED
2743,Trip Advisor,Pramod dange,7/9/2017,NA,It's good to see spiritual & devonatioal,3,POSITIVE
2744,Trip Advisor,Pramod Shanbhag,5/9/2017,NA,Great place.Quiet and peaceful. Nice view of the surrounding city from the top.,5,POSITIVE
2745,Google + HK HILL,PramodKSrikanth,12/28/2014,A great temple to visit,"The ISKCON temple at Yeshwantpur is quite beautiful and dedicated to Narasimha swamy, Venkateshwara swamy and Sri Krishna. The entry is free and takes a long walk to enter into the main temple. Once you are done with the darshan, you will have to walk through the rest of the temple and it will look like a definite market but offers only Saatvic food. Pretty good place if you visit with your family.",4,POSITIVE
2746,Google + HK HILL,pran75,11/28/2014,Nice temple,The architecture here is excellent and the way the temple is built is amazing should visit it. Should go and enjoy the place its amazing,5,POSITIVE
2747,Trip Advisor,PRANAV KUMAR,10/8/2016,NA,The Look of the Temple is Nice & Beautiful. Always Pepole were there to devote God....Hare Krishna,4,POSITIVE
2748,Trip Advisor,Pranav Shah,12/5/2015,,"You don't have to be a believer in God. This place is magical! The peace and the atmosphere is amazing. If you're having a bad day, just come here and spend some time and you'll leave with happiness. It looks best at night ?",4,POSITIVE
2749,Google + HK HILL,pranavtemani,10/23/2015,Long queue..,"Beautiful temple like other Iskcon temples across.. has rush since this is in top 5 places to visit in Bengaluru.. however, I have other even more beautiful temple like that in mumbai.",4,POSITIVE
2750,Trip Advisor,Pranay D,6/9/2015,Good,"I reached temple after a long travel , first thing i liked is sight of the temple , keerthanas and bhakan were going on when i went there , but it would take atleast 30 minutes if you once enter the temple",4,POSITIVE
2751,Google + HK HILL,Pranay Dhondi,6/9/2015,,Peace place,5,POSITIVE
2752,Trip Advisor,pranesh613,3/24/2016,very neat & clean temple,It is a neat & clean and huge temple in the northern part of city. It is well maintained temple. it has a huge hall &devotees can have darshan easily .,5,POSITIVE
2753,Google + HK HILL,Pranjul Khare,6/26/2017,NA,Very peaceful atmosphere.,5,POSITIVE
2754,Trip Advisor,prannnn,3/4/2016,Hare Krishna Hare Rama,"The place has a blend of everything ranging from spirituality, A great architectural marvel,peaceful and a perfect place for peace of mind in a hectic place like Bangalore.The entrance to the temple and the main temple situated at the top is a fine example of architectural beauty and one would always hear the continuous chanting of Hare Krishna Hare Rama everywhere.Additionally, the basement of the temple while existing, one will be able to find numerous food stalls and shops for shopping and refreshments. photography is strictly prohibited and they conduct a lot of pujas and prayers during janmashtshi (And very crowded during this time). the temple is open during evening hours and its a must visit place in case you happen to be in Bangalore.",4,POSITIVE
2755,Trip Advisor,pranoy mitra,1/3/2015,,It's been always surreal to go to isckon. More so ever the place is quite picturesque and quiet.,4,POSITIVE
2756,Trip Advisor,Prarthana M,3/3/2016,"visit to Iscon,Bangalore",Very pleasant and organised crowd management! Darshan also happened pretty smooth..just keep in mind the temple closing time.,5,POSITIVE
2757,Google + HK HILL,PRASAD GUPTA D,11/11/2014,WORTH A VISIT IN BENGALURU,"Never miss visiting this temple when in BENGALURU. It is maintained very well, clean and tidy. The morning Aarthi and the night Aarthi you just cannot miss it. The idols are beautifully decorated; the queue system will ensure good Darshan of the God. There are many attractions in the complex like 4D movie, exhibition highlighting the spiritual history. The comples has a good shopping area, eatery and an Organic store. One need to spare 2 to 3 hours in this beautiful temple complex. It's worth a visit.",5,POSITIVE
2758,Google + HK HILL,Prasad Katker,8/26/2016,NA,"Good place to visit, feeling blessed",5,POSITIVE
2759,Trip Advisor,Prasad Kumar Vetcha,5/30/2017,NA,Must see,5,POSITIVE
2760,Trip Advisor,Prasad Prasad,4/16/2017,NA,It's my another home like,5,POSITIVE
2761,Trip Advisor,PrasadBSK,12/29/2014,Best Devotional Experience,"Its is the best devotional experience in North Bangalore. Its proximity to the other temples like Anjaneya and Balaji Temple nearby totally makes Mahalashmi Puram as the Devotional Hub. Connectivity to the Metro exists from Mantri Mall and Peenya Industry Stations. There is a Metro Station named after ISCKON itself, where one needs to get down to visit the great temple",5,POSITIVE
2762,Trip Advisor,prasadspaddu,8/9/2017,Lord Krishna's temple.,"Lord Krishna's temple. Worth visiting once. Nice temple.It's located in North Bangalore, near yashwanthpur area.",5,POSITIVE
2763,Trip Advisor,prasadsunil26,7/15/2017,Beautiful,"have a feeling of being in Northern India. Radha, Krishna was simply superb,The temple is very easy to visit because of the efficient management of the visitors",5,POSITIVE
2764,Google + HK HILL,Prasanna K,5/7/2017,Iskcon,"Temple is good but has become more commercial. From the checking point till the lord idol it is maintained clean, but in the commercial area it is not that clean. Parking becomes messier during weekend .",5,NEUTRAL
2765,Google + HK HILL,Prasanna K,5/28/2013,"it isnt a temple, is it","You might enjoy a lot of things here, the architecture, the people, the food etc. Finding spirituality is another task all together. At best, it is a peep into the workings of the isckon community. Interesting but not my cup of tea.",3,NEGATIVE
2766,Trip Advisor,Prasanna Nallamekala,9/16/2016,NA,Hare Krishna,5,POSITIVE
2767,Trip Advisor,Prasanna Pandharikar,7/25/2015,,very serene and Divine atmosphere. get some time out to visit.,5,POSITIVE
2768,Facebook,prasanna r,7/21/2017,HARE Krishna ...... nice temple,"nice temple to get peace of mind to avoid problems , the temple construction is attracts you ,very big temple , best to go in the evening ,if you go in the evening for temple you can enjoy the view of Bangalore city.",5,POSITIVE
2769,Facebook,PRASANNA S,7/25/2016,Average,"If you are coming to enjoy than it's a right place . It's more like a shop, Didn't imbibe any devotion in me.",3,NEGATIVE
2770,Trip Advisor,Prasanth Surendran,5/22/2017,NA,"If you are going to Bangalore, you must visit this Temple...",5,POSITIVE
2771,Google + HK HILL,Prasanthi Kakulavarapu,1/22/2017,NA,Wonderful experience.... It's so nice being there..... I really loved it...,5,POSITIVE
2772,Trip Advisor,PRASHANT A,12/20/2016,GOOD PLACE FOR DEVOTEES,"It's good place everyone who are devotees It's full of divine atmosphere chanting Hare krishna mantra while entering Visit once ,then will like it",5,POSITIVE
2773,Facebook,Prashant Jain,12/9/2015,,Its a Krishna temple!,3,POSITIVE
2774,Trip Advisor,Prashant K,8/26/2015,?Massive and serene?,ISKCON Bangalore truly represents the expansion this community has managed over last fifty years. The temple is imposing and calming at the same time. Visit the place during aarti early morning or evening and the chants will take you to another world.,5,POSITIVE
2775,Google + HK HILL,Prashant Kumar Gajendra,5/21/2017,NA,Jai Shri Krishna. Hare Krishna Hare Krishna.... Krishna Krishna Hare Hare Hare Rama Hare Rama.... Rama Ram Hare Hare,5,POSITIVE
2776,Google + HK HILL,Prashant P,8/22/2016,Meeting with GOD in a jail like situation,"A nice divine place but converted into a commercial jail. To reach the GOD face to face is quite troublesome in the name of security and to get back to the car parking yard is even verse. After darshan of GOD, we have to pass though a fully commercial route like jail... I can't recommend this to anyone, even though I am a believer of Shree Krushna...",4,NEGATIVE
2777,Trip Advisor,Prashant Sharma,12/30/2015,,Peaceful and spiritual atmosphere.... Loved it.,5,POSITIVE
2778,Google + HK HILL,Prashant Singh,3/25/2017,NA,A must visit place .Its very near from Yeshwantpur bus stand or IISC,5,POSITIVE
2779,Google + HK HILL,Prashanth K,7/23/2015,?Very Good Temple?,"Very Good Temple ( Radha Krishna ). good place to spend a Day with family. you can reach this place using public transport, METRO. there is a fee for parking vehicle (2 and 4 Wheeler).",5,POSITIVE
2780,Trip Advisor,Prashanth Kumar,10/28/2016,NA,Lovely Place,5,POSITIVE
2781,Trip Advisor,Prashanth Kumar G N,9/2/2016,NA,Nice temple,5,POSITIVE
2782,Trip Advisor,Prashanth N,12/8/2015,Boring,"Pretty much a large version of a typical Hindu temple. If you're the praying type, you might like it, if not, go elsewhere.",1,NEGATIVE
2783,Google + HK HILL,Prashanth P,2/14/2017,Peaceful Experience,"You mind will be nourished if you just spend some time in the temple, once you leave the temple rest of the hill/complex is completely a commercial one",5,POSITIVE
2784,Google + HK HILL,prashantsoumiya,5/14/2017,Iskcon peaceful temple,Like all the iskcon temple they have maintain cleanliness and peaceful environment... The devotees entry and exit are arrange very nicely... Lots of shop and exhibition center and foods in between the premises of temple,5,POSITIVE
2785,Google + HK HILL,Prassant V,11/29/2016,NA,One of the most prominent tourist place s in Bengaluru. Clean and well managed. A must visit place in Bangalore,5,POSITIVE
2786,Facebook,Prasun Sharma,11/19/2016,NA,"Hare Rama Hare Rama, Rama Rama Hare Hare. Hare Krishna Hare, Krishna Krishna Krishna Hare Hare. I am a big fan of ISK...",5,POSITIVE
2787,Trip Advisor,prasunamba peddi,6/14/2017,NA,Such a nice & pleasant place. Peaceful,5,POSITIVE
2788,Trip Advisor,Pratap Reddy,1/9/2017,NA,It's an eternal place. Love to visit again & again.,5,POSITIVE
2789,Google + HK HILL,Prateek B,12/10/2014,Must go,Must go place in Bangalore. Temple located on hill . Great peace. And beautiful view of city in night. Evening aarti is a pleasure and peaceful to watch.,5,POSITIVE
2790,Google + HK HILL,Prateek J,8/23/2016,The unique shopping mall cum temple!,"First of all you need to deposit your footwear at the ground floor. Then you have to cross the shopping centre to ultimately reach the temple which is at the top floor. You will get all types of things relate dto lord krishna and also foood! there is a 7d theatre, a restaurant, shopping amenities like gita and other lord krishna related books and various other things. And the most interesting part is that to collect your shoes you need to go through all of these. Quite a temple!!",4,MIXED
